Thread  	Address                 	Instruction                     	Result                                  	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048D3                    	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_40481F	mov     eax, [ebp+0]            	RAX=000000000060FF5C                    	
00000B94	.vmp0:sub_404314+50E    	mov     eax, ss:[eax]           	RAX=00000000000BABE5                    	
00000B94	.vmp0:sub_404314+511    	mov     [ebp+0], eax            	                                        	
00000B94	.vmp0:sub_404314+514    	jmp     loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=00000000000BAB37                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000037                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048D4 PF=1               	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_40482D	movzx   eax, byte ptr [esi]     	RAX=0000000000000000                    	
00000B94	.vmp0:sub_404314+51C    	mov     edx, [ebp+0]            	RDX=00000000000BABE5                    	
00000B94	.vmp0:sub_404314+51F    	inc     esi                     	RSI=00000000004048D5 PF=0               	
00000B94	.vmp0:sub_404314+520    	add     ebp, 4                  	RBP=000000000060FF50 PF=1 AF=1          	
00000B94	.vmp0:sub_404314+523    	mov     [eax+edi], edx          	                                        	
00000B94	.vmp0:sub_404314+526    	jmp     loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=0000000000000003                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	                                        	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048D6 PF=0 AF=0          	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=0000000000000000                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	                                        	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF4C AF=1               	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048D7 CF=1 PF=1          	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0 AF=0                               	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FE42                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000042                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048D8                    	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=0000000000000038                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	RDX=00000000000AFFE1                    	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF48                    	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048D9 CF=1 PF=0 AF=1     	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0 AF=0                               	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FE23                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000023                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048DA                    	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404285	mov     eax, [ebp+0]            	RAX=00000000000AFFE1                    	
00000B94	.vmp0:sub_404314-8C     	add     [ebp+4], eax            	PF=1
00000B94	.vmp0:sub_404314-89     	pushf                           	RSP=000000000060FE5C
00000B94	.vmp0:sub_404314-88     	pop     dword ptr [ebp+0]       	RSP=000000000060FE60                    	
00000B94	.vmp0:sub_404314-85     	jmp     loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=00000000000AFF07                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000007                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048DB                    	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_40482D	movzx   eax, byte ptr [esi]     	RAX=0000000000000034                    	
00000B94	.vmp0:sub_404314+51C    	mov     edx, [ebp+0]            	RDX=0000000000000206                    	
00000B94	.vmp0:sub_404314+51F    	inc     esi                     	RSI=00000000004048DC PF=0               	
00000B94	.vmp0:sub_404314+520    	add     ebp, 4                  	RBP=000000000060FF4C                    	
00000B94	.vmp0:sub_404314+523    	mov     [eax+edi], edx          	                                        	
00000B94	.vmp0:sub_404314+526    	jmp     loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=0000000000000007                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	                                        	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048DD PF=1               	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_40482D	movzx   eax, byte ptr [esi]     	RAX=0000000000000008                    	
00000B94	.vmp0:sub_404314+51C    	mov     edx, [ebp+0]            	RDX=000000000016ABC6                    	
00000B94	.vmp0:sub_404314+51F    	inc     esi                     	RSI=00000000004048DE                    	
00000B94	.vmp0:sub_404314+520    	add     ebp, 4                  	RBP=000000000060FF50 AF=1               	
00000B94	.vmp0:sub_404314+523    	mov     [eax+edi], edx          	                                        	
00000B94	.vmp0:sub_404314+526    	jmp     loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=0000000000000063                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	                                        	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048DF PF=0 AF=0          	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_40482D	movzx   eax, byte ptr [esi]     	RAX=000000000000000C                    	
00000B94	.vmp0:sub_404314+51C    	mov     edx, [ebp+0]            	RDX=000000000060FF80                    	
00000B94	.vmp0:sub_404314+51F    	inc     esi                     	RSI=00000000004048E0 AF=1               	
00000B94	.vmp0:sub_404314+520    	add     ebp, 4                  	RBP=000000000060FF54 AF=0               	
00000B94	.vmp0:sub_404314+523    	mov     [eax+edi], edx          	                                        	
00000B94	.vmp0:sub_404314+526    	jmp     loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=0000000000000003                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	                                        	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048E1 PF=1               	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=0000000000000008                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	RDX=000000000016ABC6                    	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF50                    	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048E2 CF=1 AF=1          	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0 AF=0                               	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FE03                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000003                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048E3 PF=0               	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=0000000000000030                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	RDX=00000000755C9AFF                    	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF4C AF=1               	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048E4 CF=1 PF=1          	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0 AF=0                               	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FE41                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000041                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048E5 PF=0               	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=0000000000000038                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	RDX=00000000000AFFE1                    	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF48 PF=1               	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048E6 CF=1 PF=0 AF=1     	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0 AF=0                               	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FE03                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000003                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048E7 PF=1               	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=000000000000000C                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	RDX=000000000060FF80                    	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF44                    	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048E8 CF=1 AF=1          	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0 PF=0 AF=0                          	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FE41                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000041                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048E9                    	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=0000000000000020                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	RDX=000000000040100D                    	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF40                    	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048EA CF=1 AF=1          	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0 PF=1 AF=0                          	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FE95                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000095                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048EB                    	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=0000000000000024                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	RDX=00000000003D5000                    	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF3C AF=1               	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048EC CF=1 PF=0          	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0 AF=0                               	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FE42                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000042                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048ED PF=1               	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=0000000000000034                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	RDX=0000000000000206                    	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF38 PF=0               	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048EE CF=1 PF=1 AF=1     	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0 AF=0                               	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FEC6                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=00000000000000C6                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048EF PF=0               	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=0000000000000010                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	RDX=000000000040100D                    	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF34                    	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048F0 CF=1 PF=1          	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0                                    	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FE03                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000003                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048F1 PF=0               	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=0000000000000018                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	                                        	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF30 PF=1               	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048F2 CF=1 PF=0 AF=1     	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0 AF=0                               	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FE95                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000095                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048F3 PF=1               	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=0000000000000030                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	RDX=00000000755C9AFF                    	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF2C PF=0 AF=1          	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048F4 CF=1               	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0 AF=0                               	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FE03                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=0000000000000003                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048F5 PF=1               	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_404218	movzx   eax, byte ptr [esi]     	RAX=000000000000000C                    	
00000B94	.vmp0:sub_404314-F9     	mov     edx, [eax+edi]          	RDX=000000000060FF80                    	
00000B94	.vmp0:sub_404314-F6     	sub     ebp, 4                  	RBP=000000000060FF28                    	
00000B94	.vmp0:sub_404314-F3     	sub     esi, 0FFFFFFFFh         	RSI=00000000004048F6 CF=1 AF=1          	
00000B94	.vmp0:sub_404314-F0     	mov     [ebp+0], edx            	                                        	
00000B94	.vmp0:sub_404314-ED     	jmp     loc_404131              	                                        	
00000B94	.vmp0:sub_404314:loc_404131	lea     eax, [edi+50h]          	RAX=000000000060FEB0                    	
00000B94	.vmp0:sub_404314-1E0    	cmp     ebp, eax                	CF=0 AF=0                               	
00000B94	.vmp0:sub_404314-1DE    	ja      loc_404339              	                                        	
